"filename","cc"
"_32_rmat_CC_CPP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Block_Atomic_NoBoundsBug_NonDup.cpp
","0.101827"
"_32_rmat_CC_CPP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Cyclic_Atomic_NoBoundsBug_Dup.cpp
","0.062367"
"_32_rmat_CC_CPP_V_Data_Push_IntType_ReadModifyWrite_Determ_NoFieldBug_Cyclic_Atomic_NoBoundsBug_NonDup.cpp
","0.025504"
"_32_rmat_CC_CPP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Block_Atomic_NoBoundsBug_Dup.cpp
","0.039351"
"_32_rmat_CC_CPP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Cyclic_Atomic_NoBoundsBug_NonDup.cpp
","0.124970"
"_32_rmat_CC_CPP_V_Data_Pull_IntType_Determ_NoFieldBug_Cyclic_Atomic_NoBoundsBug.cpp
","0.025516"
"_32_rmat_CC_CPP_V_Data_Pull_IntType_Determ_NoFieldBug_Block_Atomic_NoBoundsBug.cpp
","0.020808"
"_32_rmat_CC_CPP_V_Data_Pull_IntType_NonDeterm_NoFieldBug_Cyclic_Atomic_NoBoundsBug.cpp
","0.081099"
"_32_rmat_CC_CPP_V_Data_Pull_IntType_NonDeterm_NoFieldBug_Block_Atomic_NoBoundsBug.cpp
","0.064389"
"_32_rmat_CC_CPP_V_Topo_Push_IntType_ReadWrite_NonDeterm_NoBoundsBug_Cyclic_Atomic.cpp
","0.297012"
"_32_rmat_CC_CPP_V_Topo_Push_IntType_ReadModifyWrite_NonDeterm_NoBoundsBug_Block_Atomic.cpp
","0.313850"
"_32_rmat_CC_CPP_V_Topo_Push_IntType_ReadWrite_NonDeterm_NoBoundsBug_Block_Atomic.cpp
","0.383298"
"_32_rmat_CC_CPP_V_Topo_Push_IntType_ReadModifyWrite_NonDeterm_NoBoundsBug_Cyclic_Atomic.cpp
","0.296073"
"_32_rmat_CC_CPP_V_Topo_Push_IntType_ReadModifyWrite_Determ_NoBoundsBug_Cyclic_Atomic.cpp
","0.066102"
"_32_rmat_CC_CPP_V_Topo_Push_IntType_ReadModifyWrite_Determ_NoBoundsBug_Block_Atomic.cpp
","0.077829"
"_32_rmat_CC_CPP_V_Topo_Pull_IntType_Determ_NoBoundsBug_Block_Atomic.cpp
","0.096908"
"_32_rmat_CC_CPP_V_Topo_Pull_IntType_NonDeterm_NoBoundsBug_Block_Atomic.cpp
","0.311795"
"_32_rmat_CC_CPP_V_Topo_Pull_IntType_NonDeterm_NoBoundsBug_Cyclic_Atomic.cpp
","0.211305"
"_32_rmat_CC_CPP_V_Topo_Pull_IntType_Determ_NoBoundsBug_Cyclic_Atomic.cpp
","0.072902"
"_32_co_CC_CPP_E_Data_IntType_ReadWrite_NonDeterm_NoFieldBug_Cyclic_Atomic.cpp
","0.009805"
"_32_co_CC_CPP_E_Data_IntType_ReadModifyWrite_Determ_NoFieldBug_Block_Atomic.cpp
","0.001704"
"_32_co_CC_CPP_E_Data_IntType_ReadModifyWrite_Determ_NoFieldBug_Cyclic_Atomic.cpp
","0.001731"
"_32_co_CC_CPP_E_Data_IntType_ReadWrite_NonDeterm_NoFieldBug_Block_Atomic.cpp
","0.010871"
"_32_co_CC_CPP_E_Data_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Block_Atomic.cpp
","0.010654"
"_32_co_CC_CPP_E_Data_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Cyclic_Atomic.cpp
","0.010544"
"_32_co_CC_CPP_E_Topo_IntType_ReadWrite_Block_NonDeterm_NoBoundsBug_Atomic.cpp
","0.621867"
"_32_co_CC_CPP_E_Topo_IntType_ReadModifyWrite_Block_NonDeterm_NoBoundsBug_Atomic.cpp
","0.491259"
"_32_co_CC_CPP_E_Topo_IntType_ReadModifyWrite_Cyclic_Determ_NoBoundsBug_Atomic.cpp
","0.043092"
"_32_co_CC_CPP_E_Topo_IntType_ReadModifyWrite_Cyclic_NonDeterm_NoBoundsBug_Atomic.cpp
","0.138743"
"_32_co_CC_CPP_E_Topo_IntType_ReadWrite_Cyclic_NonDeterm_NoBoundsBug_Atomic.cpp
","0.143154"
"_32_co_CC_CPP_E_Topo_IntType_ReadModifyWrite_Block_Determ_NoBoundsBug_Atomic.cpp
","0.123431"
"_32_co_CC_CPP_V_Data_Push_IntType_ReadModifyWrite_Determ_NoFieldBug_Block_Atomic_NoBoundsBug_Dup.cpp
","0.038972"
"_32_co_CC_CPP_V_Data_Push_IntType_ReadWrite_NonDeterm_NoFieldBug_Cyclic_Atomic_NoBoundsBug_NonDup.cpp
","0.356329"
"_32_co_CC_CPP_V_Data_Push_IntType_ReadWrite_NonDeterm_NoFieldBug_Block_Atomic_NoBoundsBug_NonDup.cpp
","0.309388"
"_32_co_CC_CPP_V_Data_Push_IntType_ReadModifyWrite_Determ_NoFieldBug_Cyclic_Atomic_NoBoundsBug_Dup.cpp
","0.057740"
"_32_co_CC_CPP_V_Data_Push_IntType_ReadModifyWrite_Determ_NoFieldBug_Block_Atomic_NoBoundsBug_NonDup.cpp
","0.069474"
"_32_co_CC_CPP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Block_Atomic_NoBoundsBug_NonDup.cpp
","0.288267"
"_32_co_CC_CPP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Cyclic_Atomic_NoBoundsBug_Dup.cpp
","0.249674"
"_32_co_CC_CPP_V_Data_Push_IntType_ReadModifyWrite_Determ_NoFieldBug_Cyclic_Atomic_NoBoundsBug_NonDup.cpp
","0.072760"
"_32_co_CC_CPP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Block_Atomic_NoBoundsBug_Dup.cpp
","0.157444"
"_32_co_CC_CPP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Cyclic_Atomic_NoBoundsBug_NonDup.cpp
","0.335469"
"_32_co_CC_CPP_V_Data_Pull_IntType_Determ_NoFieldBug_Cyclic_Atomic_NoBoundsBug.cpp
","0.083005"
"_32_co_CC_CPP_V_Data_Pull_IntType_Determ_NoFieldBug_Block_Atomic_NoBoundsBug.cpp
","0.072457"
"_32_co_CC_CPP_V_Data_Pull_IntType_NonDeterm_NoFieldBug_Cyclic_Atomic_NoBoundsBug.cpp
","0.277933"
"_32_co_CC_CPP_V_Data_Pull_IntType_NonDeterm_NoFieldBug_Block_Atomic_NoBoundsBug.cpp
","0.209191"
"_32_co_CC_CPP_V_Topo_Push_IntType_ReadWrite_NonDeterm_NoBoundsBug_Cyclic_Atomic.cpp
","0.687069"
"_32_co_CC_CPP_V_Topo_Push_IntType_ReadModifyWrite_NonDeterm_NoBoundsBug_Block_Atomic.cpp
","0.598848"
"_32_co_CC_CPP_V_Topo_Push_IntType_ReadWrite_NonDeterm_NoBoundsBug_Block_Atomic.cpp
","0.851239"
"_32_co_CC_CPP_V_Topo_Push_IntType_ReadModifyWrite_NonDeterm_NoBoundsBug_Cyclic_Atomic.cpp
","0.697042"
"_32_co_CC_CPP_V_Topo_Push_IntType_ReadModifyWrite_Determ_NoBoundsBug_Cyclic_Atomic.cpp
","0.238030"
"_32_co_CC_CPP_V_Topo_Push_IntType_ReadModifyWrite_Determ_NoBoundsBug_Block_Atomic.cpp
","0.261736"
"_32_co_CC_CPP_V_Topo_Pull_IntType_Determ_NoBoundsBug_Block_Atomic.cpp
","0.178017"
"_32_co_CC_CPP_V_Topo_Pull_IntType_NonDeterm_NoBoundsBug_Block_Atomic.cpp
","0.486097"
"_32_co_CC_CPP_V_Topo_Pull_IntType_NonDeterm_NoBoundsBug_Cyclic_Atomic.cpp
","0.395684"
"_32_co_CC_CPP_V_Topo_Pull_IntType_Determ_NoBoundsBug_Cyclic_Atomic.cpp
","0.176371"
"_32_soc_CC_CPP_E_Data_IntType_ReadWrite_NonDeterm_NoFieldBug_Cyclic_Atomic.cpp
","0.009661"
"_32_soc_CC_CPP_E_Data_IntType_ReadModifyWrite_Determ_NoFieldBug_Block_Atomic.cpp
","0.002270"
"_32_soc_CC_CPP_E_Data_IntType_ReadModifyWrite_Determ_NoFieldBug_Cyclic_Atomic.cpp
","0.002201"
"_32_soc_CC_CPP_E_Data_IntType_ReadWrite_NonDeterm_NoFieldBug_Block_Atomic.cpp
","0.010433"
"_32_soc_CC_CPP_E_Data_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Block_Atomic.cpp
","0.010485"
"_32_soc_CC_CPP_E_Data_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Cyclic_Atomic.cpp
","0.009673"
