"filename","mis"
"__32_rmat_MIS_CPP_E_Data_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.013697"
"__32_rmat_MIS_CPP_E_Data_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.017407"
"__32_rmat_MIS_CPP_E_Data_IntType_Atomic_MergeDeterm_Block.cpp
","0.013028"
"__32_rmat_MIS_CPP_E_Data_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.011789"
"__32_rmat_MIS_CPP_E_Topo_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.037895"
"__32_rmat_MIS_CPP_E_Topo_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.037054"
"__32_rmat_MIS_CPP_E_Topo_IntType_Atomic_CopyDeterm_Block.cpp
","0.077561"
"__32_rmat_MIS_CPP_E_Topo_IntType_Atomic_NonDeterm_Block.cpp
","0.069886"
"__32_rmat_MIS_CPP_E_Topo_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.044337"
"__32_rmat_MIS_CPP_E_Topo_IntType_Atomic_MergeDeterm_Block.cpp
","0.078410"
"__32_rmat_MIS_CPP_V_Data_Push_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.153484"
"__32_rmat_MIS_CPP_V_Data_Push_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.309810"
"__32_rmat_MIS_CPP_V_Data_Push_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.152015"
"__32_rmat_MIS_CPP_V_Data_Push_IntType_Atomic_MergeDeterm_Block.cpp
","0.154885"
"__32_rmat_MIS_CPP_V_Data_Push_IntType_Atomic_CopyDeterm_Block.cpp
","0.153455"
"__32_rmat_MIS_CPP_V_Data_Push_IntType_Atomic_NonDeterm_Block.cpp
","0.322636"
"__32_rmat_MIS_CPP_V_Data_Pull_IntType_Atomic_MergeDeterm_Block.cpp
","0.015417"
"__32_rmat_MIS_CPP_V_Data_Pull_IntType_Atomic_NonDeterm_Cyclic.cpp
","0.017661"
"__32_rmat_MIS_CPP_V_Data_Pull_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.015769"
"__32_rmat_MIS_CPP_V_Data_Pull_IntType_Atomic_CopyDeterm_Block.cpp
","0.015092"
"__32_rmat_MIS_CPP_V_Data_Pull_IntType_Atomic_NonDeterm_Block.cpp
","0.017945"
"__32_rmat_MIS_CPP_V_Data_Pull_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.015669"
"__32_rmat_MIS_CPP_V_Topo_Push_IntType_Atomic_CopyDeterm_Block.cpp
","0.971608"
"__32_rmat_MIS_CPP_V_Topo_Push_IntType_Atomic_CopyDeterm_Cyclic.cpp
","0.719074"
"__32_rmat_MIS_CPP_V_Topo_Push_IntType_Atomic_NonDeterm_Cyclic.cpp
","1.015062"
"__32_rmat_MIS_CPP_V_Topo_Push_IntType_Atomic_MergeDeterm_Cyclic.cpp
","0.727189"
"__32_rmat_MIS_CPP_V_Topo_Push_IntType_Atomic_NonDeterm_Block.cpp
","1.328118"
